1,1,379.08,490.49,50.00,150.00,1
1,2,1452.98,517.52,50.00,150.00,1
2,1,380.56,490.49,50.00,150.00,1
2,2,1451.60,517.52,50.00,150.00,1
3,1,382.53,490.49,50.00,150.00,1
3,2,1449.76,517.52,50.00,150.00,1
4,1,385.00,490.49,50.00,150.00,1
4,2,1447.46,517.52,50.00,150.00,1
5,1,387.97,490.49,50.00,150.00,1
5,2,1444.70,517.52,50.00,150.00,1
6,1,391.42,490.49,50.00,150.00,1
6,2,1441.48,517.52,50.00,150.00,1
7,1,395.37,490.49,50.00,150.00,1
7,2,1437.79,517.52,50.00,150.00,1
8,1,399.82,490.49,50.00,150.00,1
8,2,1433.65,517.52,50.00,150.00,1
9,1,404.76,490.49,50.00,150.00,1
9,2,1429.05,517.52,50.00,150.00,1
10,1,410.19,490.49,50.00,150.00,1
10,2,1423.99,517.52,50.00,150.00,1
11,1,416.12,490.49,50.00,150.00,1
11,2,1418.47,517.52,50.00,150.00,1
12,1,422.54,490.49,50.00,150.00,1
12,2,1412.49,517.52,50.00,150.00,1
13,1,429.22,490.49,50.00,150.00,1
13,2,1406.26,517.52,50.00,150.00,1
14,1,435.91,490.49,50.00,150.00,1
14,2,1400.02,517.52,50.00,150.00,1
15,1,442.60,490.49,50.00,150.00,1
15,2,1393.79,517.52,50.00,150.00,1
16,1,449.29,490.49,50.00,150.00,1
16,2,1387.56,517.52,50.00,150.00,1
17,1,455.98,490.49,50.00,150.00,1
17,2,1381.33,517.52,50.00,150.00,1
18,1,462.67,490.49,50.00,150.00,1
18,2,1375.09,517.52,50.00,150.00,1
19,1,469.36,490.49,50.00,150.00,1
19,2,1368.86,517.52,50.00,150.00,1
20,1,476.05,490.49,50.00,150.00,1
20,2,1362.63,517.52,50.00,150.00,1
21,1,482.74,490.49,50.00,150.00,1
21,2,1356.40,517.52,50.00,150.00,1
22,1,489.42,490.49,50.00,150.00,1
22,2,1350.17,517.52,50.00,150.00,1
23,1,496.11,490.49,50.00,150.00,1
23,2,1343.93,517.52,50.00,150.00,1
24,1,502.80,490.49,50.00,150.00,1
24,2,1337.70,517.52,50.00,150.00,1
25,1,509.49,490.49,50.00,150.00,1
25,2,1331.47,517.52,50.00,150.00,1
26,1,516.18,490.49,50.00,150.00,1
26,2,1325.24,517.52,50.00,150.00,1
27,1,522.87,490.49,50.00,150.00,1
27,2,1319.00,517.52,50.00,150.00,1
28,1,529.56,490.49,50.00,150.00,1
