1,4,803.58,226.20,50.00,150.00,1
1,5,433.62,181.03,50.00,150.00,1
1,6,508.67,238.08,50.00,150.00,1
1,7,536.87,146.19,50.00,150.00,1
1,8,468.97,193.14,50.00,150.00,1
1,9,636.28,157.40,50.00,150.00,1
2,4,803.58,226.20,50.00,150.00,1
2,5,433.62,181.03,50.00,150.00,1
2,6,508.67,238.08,50.00,150.00,1
2,7,536.87,146.19,50.00,150.00,1
2,8,468.97,193.14,50.00,150.00,1
2,9,636.28,157.40,50.00,150.00,1
3,4,803.45,226.11,50.00,150.00,1
3,5,433.51,181.08,50.00,150.00,1
3,6,509.07,238.08,50.00,150.00,1
3,7,536.70,146.19,50.00,150.00,1
3,8,469.07,193.07,50.00,150.00,1
3,9,636.28,157.41,50.00,150.00,1
4,4,803.18,225.93,50.00,150.00,1
4,5,433.30,181.17,50.00,150.00,1
4,6,509.87,238.08,50.00,150.00,1
4,7,536.36,146.19,50.00,150.00,1
4,8,469.27,192.94,50.00,150.00,1
4,9,636.29,157.44,50.00,150.00,1
5,4,803.18,225.93,50.00,150.00,1
5,5,433.30,181.17,50.00,150.00,1
5,6,509.87,238.08,50.00,150.00,1
5,7,536.36,146.19,50.00,150.00,1
5,8,469.27,192.94,50.00,150.00,1
5,9,636.29,157.44,50.00,150.00,1
6,4,803.18,225.93,50.00,150.00,1
6,5,433.30,181.17,50.00,150.00,1
6,6,509.87,238.08,50.00,150.00,1
6,7,536.36,146.19,50.00,150.00,1
6,8,469.27,192.94,50.00,150.00,1
6,9,636.29,157.44,50.00,150.00,1
7,4,802.78,225.65,50.00,150.00,1
7,5,432.98,181.32,50.00,150.00,1
7,6,511.07,238.08,50.00,150.00,1
7,7,535.85,146.19,50.00,150.00,1
7,8,469.57,192.74,50.00,150.00,1
7,9,636.31,157.49,50.00,150.00,1
8,4,800.81,224.31,50.00,150.00,1
8,5,431.36,182.07,50.00,150.00,1
8,6,517.06,238.08,50.00,150.00,1
8,7,533.30,146.19,50.00,150.00,1
8,8,471.05,191.77,50.00,150.00,1
8,9,636.39,157.71,50.00,150.00,1
9,4,799.90,223.69,50.00,150.00,1
9,5,430.60,182.42,50.00,150.00,1
9,6,519.86,238.08,50.00,150.00,1
9,7,532.11,146.19,50.00,150.00,1
9,8,471.73,191.32,50.00,150.00,1
9,9,636.43,157.81,50.00,150.00,1
10,4,798.88,222.99,50.00,150.00,1
10,5,429.72,182.83,50.00,150.00,1
10,6,523.06,238.08,50.00,150.00,1
10,7,530.75,146.19,50.00,150.00,1
10,8,472.50,190.82,50.00,150.00,1
10,9,636.47,157.93,50.00,150.00,1
11,4,796.49,221.35,50.00,150.00,1
11,5,427.59,183.81,50.00,150.00,1
11,6,530.65,238.08,50.00,150.00,1
11,7,527.53,146.19,50.00,150.00,1
11,8,474.29,189.64,50.00,150.00,1
11,9,636.57,158.21,50.00,150.00,1
12,4,796.49,221.35,50.00,150.00,1
12,5,427.59,183.81,50.00,150.00,1
12,6,530.65,238.08,50.00,150.00,1
12,7,527.53,146.19,50.00,150.00,1
12,8,474.29,189.64,50.00,150.00,1
12,9,636.57,158.21,50.00,150.00,1
13,4,795.14,220.42,50.00,150.00,1
13,5,426.34,184.39,50.00,150.00,1
13,6,535.04,238.08,50.00,150.00,1
13,7,525.66,146.19,50.00,150.00,1
13,8,475.31,188.97,50.00,150.00,1
13,9,636.63,158.38,50.00,150.00,1
14,4,793.68,219.43,50.00,150.00,1
14,5,424.95,185.03,50.00,150.00,1
14,6,539.84,238.08,50.00,150.00,1
14,7,523.62,146.19,50.00,150.00,1
14,8,476.41,188.25,50.00,150.00,1
14,9,636.69,158.56,50.00,150.00,1
15,4,793.68,219.43,50.00,150.00,1
15,5,424.95,185.03,50.00,150.00,1
15,6,539.84,238.08,50.00,150.00,1
15,7,523.62,146.19,50.00,150.00,1
15,8,476.41,188.25,50.00,150.00,1
15,9,636.69,158.56,50.00,150.00,1
16,4,790.55,217.28,50.00,150.00,1
16,5,421.81,186.48,50.00,150.00,1
16,6,550.44,238.08,50.00,150.00,1
16,7,519.11,146.19,50.00,150.00,1
16,8,478.77,186.70,50.00,150.00,1
16,9,636.83,158.97,50.00,150.00,1
17,4,788.99,216.22,50.00,150.00,1
17,5,420.17,187.24,50.00,150.00,1
17,6,555.85,238.08,50.00,150.00,1
17,7,516.81,146.19,50.00,150.00,1
